id,name,category,price,primary_image,gallery,caption,bohemian,scandinavian,minimalist,industrial,modern_luxury,traditional,maximalist
400550,EKEDALEN,Bar furniture,345.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
40426138,HENRIKSDAL,Bar furniture,395.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
50363649,KULLABERG,Bar furniture,140.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
70246089,JANINGE,Bar furniture,595.0,https://www.ikea.com/sa/en/images/products/janinge-bar-stool-white__1250259_pe923662_s5.jpg?f=s,"['https://www.ikea.com/sa/en/images/products/janinge-bar-stool-white__1250259_pe923662_s5.jpg?f=s', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/sa/en/images/products/janinge-bar-stool-white__1250260_pe923664_s5.jpg?f=u', 'https://www.ikea.com/global/assets/logos/external-payment-providers/visa.svg']",a kitchen with a white counter and two stools,0.18915826082229614,0.25154703855514526,0.2761252820491791,0.2634519636631012,0.21112939715385437,0.19808024168014526,0.23618434369564056
60406785,FRANKLIN,Bar furniture,149.0,https://www.ikea.com/sa/en/images/products/groensta-bar-stool-counter-height-white-in-outdoor__1335567_pe947092_s5.jpg?f=xxs,"['https://www.ikea.com/sa/en/images/products/groensta-bar-stool-counter-height-white-in-outdoor__1335567_pe947092_s5.jpg?f=xxs', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/visa.svg', 'https://www.ikea.com/sa/en/images/products/franklin-bar-stool-with-backrest-foldable-counter-height-black-black__0874580_pe680502_s5.jpg?f=xxs']",a white stool with wooden legs and a white seat,0.21839605271816254,0.26110324263572693,0.26176851987838745,0.23851406574249268,0.21105898916721344,0.23035337030887604,0.23904430866241455
340759,EKEDALEN,Bar furniture,995.0,https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu,"['https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu', 'https://www.ikea.com/sa/en/images/products/uppsta-building-beakers-multicolour__1052307_pe846050_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/sandbi-mobile-scandinavian-nature-multicolour__1361508_pe954657_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-white-stain__0152647_pe311000_s5.jpg?f=xu', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg']",a gray chest with three drawers,0.21430592238903046,0.20337741076946259,0.2559860646724701,0.26591718196868896,0.23892363905906677,0.24559925496578217,0.2407611906528473
30352246,RÅSKOG,Bar furniture,175.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
10281354,JANINGE,Bar furniture,595.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
90400517,EKEDALEN,Bar furniture,796.0,https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu,"['https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu', 'https://www.ikea.com/sa/en/images/products/uppsta-building-beakers-multicolour__1052307_pe846050_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/sandbi-mobile-scandinavian-nature-multicolour__1361508_pe954657_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-white-stain__0152647_pe311000_s5.jpg?f=xu', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg']",a gray chest with three drawers,0.21430592238903046,0.20337741076946259,0.2559860646724701,0.26591718196868896,0.23892363905906677,0.24559925496578217,0.2407611906528473
400545,EKEDALEN,Bar furniture,345.0,https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu,"['https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu', 'https://www.ikea.com/sa/en/images/products/uppsta-building-beakers-multicolour__1052307_pe846050_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/sandbi-mobile-scandinavian-nature-multicolour__1361508_pe954657_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-white-stain__0152647_pe311000_s5.jpg?f=xu', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg']",a gray chest with three drawers,0.21430592238903046,0.20337741076946259,0.2559860646724701,0.26591718196868896,0.23892363905906677,0.24559925496578217,0.2407611906528473
10400540,EKEDALEN,Bar furniture,345.0,https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu,"['https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-grey-stained__0555419_pe660233_s5.jpg?f=xu', 'https://www.ikea.com/sa/en/images/products/uppsta-building-beakers-multicolour__1052307_pe846050_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/sandbi-mobile-scandinavian-nature-multicolour__1361508_pe954657_s5.jpg?f=xxs', 'https://www.ikea.com/sa/en/images/products/hemnes-chest-of-3-drawers-white-stain__0152647_pe311000_s5.jpg?f=xu', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg']",a gray chest with three drawers,0.21430592238903046,0.20337741076946259,0.2559860646724701,0.26591718196868896,0.23892363905906677,0.24559925496578217,0.2407611906528473
40400529,EKEDALEN,Bar furniture,796.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
90319918,HENRIKSDAL,Bar furniture,695.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
40339004,NORRÅKER,Bar furniture,595.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
39184324,HENRIKSDAL,Bar furniture,435.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
19297275,NORRÅKER / NORRÅKER,Bar furniture,1266.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
60400745,YNGVAR,Bar furniture,475.0,https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1053099_pe846695_s5.jpg?f=s,"['https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__1053099_pe846695_s5.jpg?f=s', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/visa.svg', 'https://www.ikea.com/sa/en/images/products/yngvar-bar-stool-anthracite__0742484_pe742618_s5.jpg?f=s']",a black stool with a wooden seat,0.2270536571741104,0.2366287112236023,0.25776800513267517,0.28085294365882874,0.20458754897117615,0.22646686434745789,0.2190963327884674
20336619,HENRIKSDAL,Bar furniture,40.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
20429010,NORRÅKER,Bar furniture,395.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
80369112,NORDVIKEN,Bar furniture,275.0,https://www.ikea.com/sa/en/images/products/nordviken-bar-stool-with-backrest-black__0797141_pe766707_s5.jpg?f=s,"['https://www.ikea.com/sa/en/images/products/nordviken-bar-stool-with-backrest-black__0797141_pe766707_s5.jpg?f=s', 'https://www.ikea.com/sa/en/images/products/nordviken-bar-stool-with-backrest-black__1052525_pe846182_s5.jpg?f=u', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/visa.svg']",a kitchen table with two stools and a lamp,0.21266895532608032,0.21634282171726227,0.26712390780448914,0.2793252170085907,0.2181749939918518,0.24611616134643555,0.23723448812961578
89280380,NORRÅKER / NORRARYD,Bar furniture,1385.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
29304223,EKEDALEN / EKEDALEN,Bar furniture,2375.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
49304217,EKEDALEN / EKEDALEN,Bar furniture,2176.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
272656,BERNHARD,Bar furniture,745.0,https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=,"['https://www.ikea.com/global/assets/range-categorisation/images/kitchenware-tableware-kt001.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/range-categorisation/images/curtains-blinds-tl002.jpeg?imwidth=400 loading=', 'https://www.ikea.com/global/assets/logos/external-payment-providers/baseeta.svg', 'https://www.ikea.com/global/assets/logos/external-payment-providers/apple-pay.svg', 'https://www.ikea.com/global/assets/range-categorisation/images/kitchen-appliances-ka001.jpeg?imwidth=400 loading=']",a pan and a pan on a table,0.140693798661232,0.2025851607322693,0.21384723484516144,0.2533973753452301,0.15896624326705933,0.16775113344192505,0.1790097951889038
